p_val	avg_log2FC	pct.1	pct.2	p_val_adj
KLHL5	1.28837756419558e-05	-0.429149077259215	0.487	0.854	0.232964431157845
PDCD4	1.32311463034007e-05	0.524029303183624	0.934	0.902	0.239245587458092
SEPTIN3	1.32533310397232e-05	-0.211508181994264	0.035	0.22	0.239646731860275
LPAR5	1.33184333464578e-05	-0.382390044740681	0.07	0.293	0.240823911770649
ZNF433	1.38933617444009e-05	-0.16926748932758	0.035	0.22	0.251219767062258
RAB32	1.39876568586963e-05	-0.554286747247879	0.364	0.683	0.252924811318946
MYLK	1.42350766320512e-05	0.637470149510472	0.447	0.073	0.25739865566075
ASGR2	1.43084006495239e-05	-0.332213986658575	0.145	0.439	0.258724500544692
LYSMD2	1.4801971811863e-05	0.71239534290417	0.627	0.366	0.267649254302106
CERS6	1.49004377044462e-05	0.589199853896087	0.846	0.634	0.269429714571795
ANPEP	1.49026746215362e-05	-0.320412297111698	0.07	0.293	0.269470162506618
ENTPD1	1.51820074197883e-05	-0.262449437536686	0.101	0.366	0.274521058164612
IRAK3	1.55614108196373e-05	-0.348438965668673	0.14	0.439	0.281381430440682
ALOX5	1.56626925861043e-05	-0.536576382004393	0.553	0.878	0.283212807341938
CD151	1.57963230124959e-05	-0.57758651622065	0.386	0.707	0.285629112711951
ANXA2	1.6754143388287e-05	-0.440198037892683	0.987	0.927	0.302948420747005
CLEC7A	1.71670091727727e-05	-0.47249517322593	0.031	0.195	0.310413859862075
CSRP1	1.73563910438215e-05	-0.512346888443283	0.351	0.756	0.31383826285438
ZDHHC4	1.77044137644968e-05	0.566838337688899	0.614	0.268	0.320131209689632
CLN8	1.83985205539141e-05	0.605296266759188	0.895	0.756	0.332682048655874
CFL1	1.93186219315977e-05	-0.392123055474006	0.996	1	0.34931932176715
TUBA1A	1.93922096148201e-05	-0.482223229856151	0.346	0.683	0.350649934255178
SLC1A5	1.97638877378052e-05	0.583448513763779	0.956	0.878	0.357370618074993
CD244	2.06688471891266e-05	-0.611289717610428	0.219	0.512	0.373734094873787
BCL7A	2.20298911607492e-05	0.595096033635273	0.882	0.756	0.398344491968668
SELL	2.23601326400462e-05	0.528718724934098	0.991	1	0.404315918397315
APBB1IP	2.23601977328889e-05	0.432279274223954	0.996	1	0.404317095406096
SEMA4A	2.26466861681991e-05	-0.514118819632445	0.895	1	0.409497379293376
FAM160A1	2.296114005243e-05	0.589093026064619	0.825	0.537	0.415183334428038
PRMT2	2.31091329201026e-05	-0.448824823178393	0.904	0.976	0.417859341461295
ZDHHC17	2.32428820160191e-05	0.486207267430625	0.974	1	0.420277792613658
NLRP1	2.34558098224514e-05	-0.570802645532682	0.474	0.78	0.424127953209567
AHR	2.42160436684752e-05	-0.699738100389694	0.895	0.976	0.437874501613368
ELL	2.43427450253974e-05	0.460231882108604	0.807	0.634	0.440165515549236
INPP4A	2.52378985229421e-05	0.430038472632688	0.996	0.976	0.456351681091838
KCNE3	2.55451358792038e-05	-0.427489849304718	0.132	0.39	0.461907146967763
SLC9A9	2.59759900879903e-05	-0.510137864881348	0.184	0.463	0.469697852771041
PITPNC1	2.619212675297e-05	-0.310644429249877	0.075	0.293	0.473606035947203
CADM4	2.63835478001023e-05	0.495275127686082	0.325	0	0.47706731132145
SLC16A3	2.66764401962986e-05	-0.633408602649224	0.526	0.854	0.48236339162947
NPC2	2.80519799441491e-05	0.607599790416707	0.978	0.927	0.507235901350104
TNFRSF10B	2.82743463023265e-05	-0.30327689471965	0.118	0.39	0.511256729838668
PAK1	3.0224713331482e-05	-0.515376767573696	0.487	0.854	0.546523266459857
IL18	3.03623236923825e-05	-0.475947719657571	0.421	0.756	0.54901153700566
PTGER2	3.03632193160823e-05	-0.120915635973001	0.009	0.122	0.5490277316734
SLC2A1	3.10914865221086e-05	0.770326858375845	0.89	0.732	0.562196259292768
SLC38A1	3.12848252993705e-05	0.500820045195848	0.873	0.732	0.565692211063217
IFNAR2	3.12947540133085e-05	0.498943198617003	0.952	0.951	0.565871742068643
TGFBR2	3.13218720178803e-05	0.445059811025754	0.978	0.951	0.566362089827311
SHFL	3.13921439692147e-05	-0.404207258572851	0.145	0.415	0.56763274725134
IFI6	3.1434344745687e-05	-0.103209542897916	0.009	0.122	0.568395821691512
EIF4A3	3.16264979025317e-05	0.591597285101531	0.987	0.976	0.571870335073579
XYLT1	3.17605065892709e-05	-0.499077979666605	0.548	0.854	0.574293480147196
CFP	3.21601034486602e-05	-0.62354373181463	0.649	0.902	0.581518990558674
MFSD1	3.23496391984419e-05	-0.499366370074018	0.838	0.927	0.584946175986226
SNX9	3.4404560786383e-05	0.555402597119847	0.487	0.171	0.622103268139378
TCP11L1	3.50734417782668e-05	0.596276812940839	0.645	0.439	0.634197974234619
KCNA5	3.51348368342656e-05	0.558561055338362	0.346	0.024	0.63530811963719
SERPINB9	3.53680778874694e-05	0.784966177302493	0.654	0.366	0.639525584361222
ABI2	3.64016593774155e-05	0.538035628883165	0.592	0.317	0.658214804862427
CUX2	3.64846580520529e-05	0.461269199336366	0.316	0	0.659715586897221
FAM214B	3.65665072659539e-05	-0.361947608377262	0.193	0.488	0.661195584382978
PLEC	3.76421557482009e-05	-0.506997310782204	0.618	0.878	0.680645460238969
SMIM7	3.79661703247654e-05	0.472377271940188	0.746	0.537	0.686504291812407
ADAM8	3.80365090472084e-05	-0.511003918630805	0.066	0.268	0.687776156591622
ZNF473	3.94308028057198e-05	-0.200617230190181	0.048	0.244	0.712987776333026
CYFIP2	3.98284852453103e-05	0.492279150992982	0.846	0.561	0.720178670205702
CXXC5	3.98631398825644e-05	0.548971702437612	0.864	0.683	0.720805295356529
ARHGAP9	4.08624918873195e-05	0.495117464541245	0.991	1	0.73887557830651
MEGF9	4.09187328085258e-05	-0.41183091709802	0.386	0.756	0.739892526643764
CYYR1	4.12399140876193e-05	0.569218375721682	0.452	0.146	0.745700126532332
CD96	4.24488329837407e-05	-0.0707944424194776	0	0.073	0.767559798011999
TNIK	4.24488329837407e-05	-0.0730895350425943	0	0.073	0.767559798011999
CC2D2A	4.24488329837407e-05	-0.0961473244924417	0	0.073	0.767559798011999
ABCB1	4.24488329837407e-05	-0.075784704835932	0	0.073	0.767559798011999
TMEM176A	4.24488329837407e-05	-0.0887638099454613	0	0.073	0.767559798011999
HACD1	4.24488329837407e-05	-0.0694213467223408	0	0.073	0.767559798011999
CD248	4.24488329837407e-05	-0.0670728347569248	0	0.073	0.767559798011999
SH2D3A	4.24488329837407e-05	-0.0884960148891934	0	0.073	0.767559798011999
OTUD1	4.27459477387294e-05	-0.707056404105449	0.408	0.756	0.772932227011704
SLC8A1	4.33323032213906e-05	-0.726869076733814	0.469	0.732	0.783534706849185
VCAN	4.5022471904917e-05	-0.303822733877386	0.061	0.268	0.81409633698471
PCDHGC3	4.52505928718079e-05	0.465175435907918	0.592	0.317	0.81822122030803
DYNC1LI1	4.7155325444691e-05	-0.462156105571266	0.491	0.805	0.852662594690902
SAMD9L	4.72305621431449e-05	-0.50642651097161	0.417	0.732	0.854023024672347
DMXL2	4.7765976704608e-05	0.594313429080713	0.583	0.317	0.863704390772722
ARHGAP30	4.86078258302736e-05	-0.429249613386183	0.978	1	0.878926706663007
CDH23	5.00500132821589e-05	-0.756424100561022	0.276	0.561	0.905004340167998
GBP1	5.02846699071527e-05	-0.185868601419466	0.004	0.098	0.909247401261136
CD28	5.02846699071527e-05	-0.141031616350742	0.004	0.098	0.909247401261136
PI4KA	5.1062514239188e-05	0.504776067110975	0.89	0.732	0.923312382472998
CARD11	5.18673665180355e-05	0.546693708534413	0.969	0.927	0.937865721379119
KCNQ5	5.23276625189185e-05	-0.090583155785632	0.004	0.098	0.946188793667084
ZBTB46	5.28684185004016e-05	-0.228406022972998	0.088	0.317	0.955966743324262
RHBDF2	5.28945584253405e-05	0.58393336965044	0.728	0.463	0.956439405447007
MYBL2	5.39579491817068e-05	0.598890850246121	0.364	0.049	0.975667637103622
S1PR1	5.44491459300641e-05	-0.0916307292942318	0.004	0.098	0.98454945670742
LAMP5	5.50688293216133e-05	0.708875503866496	0.333	0.024	0.995754571793412
TFRC	5.67116519887026e-05	0.57379390498644	0.825	0.756	1
ACAA1	5.71031767802507e-05	-0.397583653843397	0.93	1	1
EIF1AY	5.77342689332912e-05	0.526507984619485	0.746	0.488	1
CCDC186	5.79819255316e-05	0.645544291560444	0.671	0.415	1
RNF149	5.85264738794411e-05	0.493362527169658	0.987	0.854	1
THBD	6.07383404843192e-05	-0.835753391494958	0.513	0.78	1
TSGA10IP	6.17639449396367e-05	-0.25847748654483	0.057	0.244	1
SLC31A2	6.40466911843446e-05	-0.219874599646224	0.035	0.195	1
EIF4ENIF1	6.47366368483269e-05	0.442445931772296	0.724	0.488	1
UCP2	6.56998242683847e-05	0.355339669607193	0.996	1	1
DOCK5	6.73017805553767e-05	-0.490912632094026	0.544	0.829	1
RAPGEF1	6.82949938320897e-05	-0.44814783603888	0.838	0.951	1
PROC	6.85769148554145e-05	0.636937371131147	0.776	0.463	1
ARHGEF40	6.9171644478345e-05	-0.480902952779043	0.224	0.537	1
PCNX2	6.96371818734463e-05	-0.252034120195511	0.088	0.317	1
SIGLEC9	7.04168685857731e-05	-0.137700286004245	0.018	0.146	1
PFN1	7.07052803931505e-05	-0.28191721211325	1	1	1
FYN	7.1586612138082e-05	-0.54434931477599	0.75	0.902	1
CLIC2	7.18589264395675e-05	-0.558491413482456	0.421	0.756	1
HK2	7.2018454972664e-05	-0.163964590238738	0.026	0.171	1
ALG2	7.3469245902978e-05	0.505433473822388	0.737	0.634	1
PLAUR	7.43541276796198e-05	0.721378551274756	0.456	0.171	1
IRF2BPL	7.52162372534664e-05	0.537584461032802	0.509	0.195	1
NFX1	7.59377453993579e-05	0.487455327893015	0.952	0.878	1
KANK1	7.61069326024858e-05	0.518075628102782	0.377	0.073	1
PPM1K	7.64083513289431e-05	0.652109108187733	0.732	0.537	1
LRRC36	7.68437346789978e-05	0.481115927340824	0.325	0.024	1
SGK1	7.6956750767801e-05	-0.382598430674519	0.07	0.268	1
ADGRG6	7.75286479391349e-05	-0.159399270084097	0.026	0.171	1
BCL2L11	8.14210323199451e-05	-0.185831681314292	0.026	0.171	1
PLBD2	8.27883341368869e-05	-0.576540318260752	0.649	0.878	1
LPAR6	8.33132228420394e-05	-0.149360658572442	0.044	0.22	1
S100A4	8.40771027558044e-05	-0.433765416539902	1	1	1
CAMK1D	8.62874773968179e-05	-0.422462384610199	0.447	0.78	1
SLC25A25	8.78641675840828e-05	-0.321340138249387	0.189	0.488	1
CSF2RB	8.87613235994453e-05	0.551718447145365	0.996	0.854	1
CANX	8.95265615790058e-05	0.444215145286446	0.794	0.488	1
PIEZO1	9.02917407206887e-05	-0.454320262265301	0.57	0.878	1
ADCK2	9.16073652911008e-05	0.4537606152657	0.724	0.463	1
PHETA1	9.20633131154246e-05	-0.513941031380684	0.254	0.585	1
SFMBT2	9.24083880142874e-05	0.563958017813581	0.925	0.854	1
NCF2	9.29224670474533e-05	-0.631651193323205	0.526	0.829	1
PLEKHA8	9.42184538513537e-05	-0.426650175040926	0.118	0.341	1
ZFP36L1	9.58285405660308e-05	-0.539335181607868	0.246	0.537	1
VAMP3	9.7584723465086e-05	-0.412962857131851	0.732	0.951	1
ATP13A2	9.82899581757765e-05	0.673487957835428	0.421	0.122	1
SPNS3	9.84713740716283e-05	0.550777525504737	0.789	0.634	1
AXL	9.88319612987167e-05	-0.480848840456703	0.961	0.902	1
S100A6	9.89212761453409e-05	-0.409243599347545	1	1	1
DHTKD1	9.89583118005504e-05	0.483468078932939	0.82	0.732	1
SLFN11	9.97534221056641e-05	0.627520675840225	0.513	0.195	1
ARSG	0.000100127566290932	-0.239897946855502	0.048	0.22	1
LHFPL2	0.000100683960784209	0.787127093922273	0.693	0.463	1
RTN1	0.000102044077401695	-0.156529258588843	0.035	0.195	1
PTK7	0.000102312174971737	0.519796288578286	0.548	0.244	1
RELB	0.000105084008832801	-0.495608578496656	0.368	0.634	1
PLVAP	0.000110479512680538	0.541641560377737	0.316	0.024	1
EEF1G	0.000111144288914021	-0.371552108203419	0.987	1	1
PPM1H	0.000111361396954072	-0.151019389798193	0.035	0.195	1
HIVEP3	0.000111460745299037	-0.389531573616198	0.184	0.463	1
SECTM1	0.000112899233233995	-0.47110655908821	0.149	0.39	1
LILRB4	0.000113244044309823	0.511634838197164	0.588	0.366	1
SPEF2	0.000114916335089746	-0.236918998728219	0.048	0.22	1
ARPIN	0.000117342789879774	-0.576043975332939	0.399	0.683	1
TM9SF2	0.000119279387488008	0.471945978525732	0.956	0.951	1
NUDT16	0.000119377027856959	-0.470942556822761	0.425	0.756	1
PLP2	0.00012042695319665	0.41718056035877	0.991	0.976	1
ARID1B	0.000121523905606111	0.418003430302628	0.925	0.878	1
SHKBP1	0.000121833829983264	-0.493343872188275	0.693	0.927	1
CD101	0.00012193354466663	-0.300911255797182	0.083	0.293	1
MYB	0.000123570675351929	0.647315090486098	0.447	0.146	1
TMEM8B	0.000126562182604213	0.580603851985706	0.618	0.366	1
MAPRE2	0.000129875976718804	0.475875920401325	0.908	0.829	1
LMAN1	0.000134300688945731	0.539238071338629	0.667	0.439	1
APCDD1	0.000135232837153518	0.547644982821144	0.447	0.122	1
PRXL2A	0.000139232862078878	0.618740353836808	0.338	0.049	1
SH3D19	0.000146156046942884	0.413984149617886	0.333	0.049	1
CAPG	0.000146932298087854	0.42419094176867	0.987	0.976	1
CORO1A	0.000147582956838524	-0.256258432977985	1	1	1
CMPK2	0.000151319625362378	-0.328965094882672	0.11	0.341	1
SRGN	0.000151522826862589	0.394409136533725	1	1	1
VPS9D1	0.000154285717605993	-0.429497043952558	0.276	0.561	1
PCNX1	0.00015469129407871	0.493206550832266	0.693	0.39	1
FOSL1	0.000155127118982901	-0.203642877340295	0.013	0.122	1
VASP	0.000155977324973096	-0.468537973536814	0.899	0.951	1
ERCC1	0.00015654336582282	0.521793006610313	0.917	0.829	1
FNDC3A	0.000157256393307113	0.510898629700595	0.702	0.463	1
ZNF385A	0.000158390576566932	-0.408614913845648	0.838	0.976	1
TMEM263	0.000163500992912755	0.568034630739372	0.675	0.415	1
MOV10	0.000164122630993472	-0.338083951932967	0.298	0.61	1
NUCB2	0.000164468693988369	0.674346578181894	0.522	0.268	1
SERPINB1	0.00016502524033292	-0.539303765454166	0.855	0.902	1
NEDD9	0.000166992609791369	0.488463406683165	0.474	0.195	1
ADAP2	0.0001696379456099	-0.265780841221947	0.11	0.341	1
SCARB1	0.000171220639116624	0.461593872135429	0.851	0.78	1
FAM30A	0.000173444276946687	0.455403929583046	0.272	0	1
GAS7	0.00017379544553653	-0.544547549346873	0.684	0.878	1
P2RY14	0.000176860766975195	0.574014260732834	0.68	0.463	1
ST6GALNAC6	0.000180625785027804	0.578240189750926	0.618	0.366	1
NCALD	0.000182801163115462	-0.210613435484156	0.048	0.22	1
TSPO	0.000184309004086567	-0.354213397503848	0.535	0.854	1
APOBEC3D	0.000184832136810385	0.410500159853029	0.355	0.073	1
TP53I13	0.000185372397040202	0.541292914362664	0.596	0.341	1
APOL6	0.000186477801268699	-0.218739963574989	0.022	0.146	1
ARPC1B	0.000188410150279347	-0.382999243130602	0.974	1	1
LTA4H	0.000189981255621389	-0.456272028804705	0.842	1	1
SHD	0.000192588053116685	0.695342015869635	0.311	0.024	1
EMP3	0.000192704376119955	-0.521760796045107	0.917	0.951	1
ITGA7	0.000196529524873076	-0.110266605258901	0.013	0.122	1
BST2	0.00019889383359614	0.551354822006091	0.873	0.683	1
CXCR3	0.000205049034705948	0.511547818608399	0.877	0.78	1
ATP8B2	0.000209565569482049	0.46442006585809	0.456	0.146	1
NFAM1	0.00021385313572627	-0.182808879655043	0.031	0.171	1
DENND3	0.000214572454564356	-0.458676514181902	0.399	0.707	1
TBC1D2B	0.000216548623994732	0.369364192997663	0.825	0.659	1
SLC22A15	0.000218435994445633	-0.144888841519739	0.039	0.195	1
SLC3A2	0.000220218934951314	0.490779327645942	0.803	0.561	1
ECHS1	0.000221306339128667	-0.472721423834228	0.478	0.78	1
TC2N	0.000222340044973779	-0.167673293566744	0.022	0.146	1
GPAA1	0.000223483882355717	0.419486365143365	0.684	0.512	1
SDS	0.000225272487916901	-0.314717829203541	0.118	0.341	1
ST3GAL1	0.000225635179078344	0.473931011189546	0.601	0.366	1
HSP90B1	0.00022673630026375	0.501803972492526	0.842	0.732	1
LFNG	0.000231291247773121	-0.456308501047918	0.504	0.78	1
SQLE	0.000233718983059957	-0.180780568403622	0.022	0.146	1
STRBP	0.000235199232040095	0.540267146610603	0.614	0.341	1
PTGS1	0.000236050485678214	-0.437252263599035	0.404	0.707	1
TSPAN3	0.00024656493429302	0.482559481746386	0.882	0.634	1
DAGLA	0.000249854932354215	-0.128143029266546	0.031	0.171	1
LY9	0.000250462936770008	0.515268833606735	0.763	0.61	1
DOCK10	0.000258400830234305	-0.409957473980375	0.825	0.951	1
MYD88	0.000263240306881269	-0.36449363221759	0.982	0.976	1
STAB1	0.000266962052091137	-0.176570608348591	0.031	0.171	1
C19orf38	0.000267067472641746	-0.386278852679579	0.276	0.585	1
SLC7A7	0.000276240327446095	-0.389795417885366	0.171	0.415	1
RUNX2	0.000276982079548903	0.3290519536346	1	1	1
PLEKHA6	0.000277952978052066	-0.203929675328666	0.053	0.22	1
TLR7	0.000282102007882357	0.546188798736565	0.518	0.268	1
SPCS1	0.000282198692631384	0.54038675571464	0.943	0.854	1
CEACAM4	0.00028304996388319	-0.188707456252627	0.053	0.22	1
CNPY3	0.000284095893420922	0.361233900586815	1	1	1
NSMF	0.000284749738788586	-0.47129458983403	0.25	0.512	1
ADA2	0.000291345383700645	0.449321328349619	0.974	0.976	1
CSNK1E	0.000313492686025717	0.496373724041277	0.697	0.463	1
TBC1D4	0.000313812374221473	0.63033812081384	0.509	0.244	1
CELF2	0.000314298509707527	-0.311771860314089	0.996	1	1
EPHB1	0.000316551084918125	0.448167491127932	0.877	0.78	1
RALB	0.000317247317812256	-0.497234216279201	0.456	0.732	1
B2M	0.000330503131427146	0.245634189647438	1	1	1
ATP6AP1	0.000332882468739115	-0.419902589240477	0.934	1	1
ITGB2	0.000333278750100793	-0.321791680894436	1	1	1
EXOC6	0.000340056987478301	0.476469123764641	0.68	0.463	1
PTPN12	0.00034514235710411	-0.476009140454075	0.439	0.756	1
RBPJ	0.000348641919593908	-0.379437543212511	0.368	0.707	1
DACH1	0.00035020393056515	0.464449047967143	0.807	0.561	1
RDH11	0.000355803082265544	0.457389943035375	0.522	0.268	1
C2orf91	0.000360626895462152	-0.27306658547467	0.009	0.098	1
SPINK2	0.000360626895462152	-0.455633818150271	0.009	0.098	1
CEP128	0.000368612897920194	0.470822970660112	0.829	0.683	1
KCNN4	0.000372534103820184	-0.25140387964848	0.009	0.098	1
CD83	0.000375344211598753	-0.452178599590101	0.193	0.439	1
FNIP2	0.000380448166124161	-0.420038541431361	0.316	0.61	1
SLC35F3	0.000381175006645481	0.419058150519864	0.281	0.024	1
GDI2	0.000381321883535716	-0.33167042994357	0.895	0.927	1
ENDOD1	0.000383578882184956	-0.220963162399416	0.154	0.415	1
CAPZB	0.000383863788580596	-0.351172200962695	0.969	0.976	1
SMARCB1	0.000386340680641522	0.460813113014002	0.895	0.829	1
MTMR1	0.000389778330289938	0.498800698230207	0.864	0.78	1
PIK3AP1	0.000393539623718199	0.371313958709891	0.982	0.927	1
NFATC2	0.000394343347974341	-0.381767795358476	0.614	0.927	1
FUT7	0.000404360891893607	0.611009192983992	0.93	0.756	1
TNNI2	0.000408075725611931	0.507088633461185	0.693	0.537	1
CAVIN3	0.000410497973650623	-0.155628335844247	0.009	0.098	1
NRGN	0.000410497973650623	-0.157341749554036	0.009	0.098	1
SLC2A3	0.000412460478674922	-0.339968936027897	0.232	0.512	1
COBL	0.000421888299812386	0.3900397966254	0.246	0	1
AIF1	0.000424404697076885	-0.952143037434629	0.825	0.976	1
FLNB	0.000429151743177921	0.604872260079254	0.526	0.341	1
MAGEF1	0.000431417290603022	-0.220112097470403	0.14	0.39	1
P2RX1	0.00043519781915941	0.593060438737373	0.614	0.415	1
GAB2	0.000436080343690851	0.459137446513245	0.575	0.317	1
DDX60L	0.000437782848019913	-0.0803040416628992	0.009	0.098	1
TMEM217	0.000437782848019913	-0.120298016118063	0.009	0.098	1
EVI2B	0.000441380887162283	-0.412134802778927	0.943	1	1
POU2F2	0.000442317305452761	-0.37084001534098	0.399	0.683	1
GPR160	0.000444947793979497	-0.40685834394084	0.469	0.78	1
IRAK4	0.000445573756506267	0.443609797574602	0.697	0.537	1
PADI2	0.000466753283134417	-0.085191907274746	0.009	0.098	1
MAP4K4	0.0004667896722116	0.424914444879183	0.842	0.78	1
VIPR1	0.000469833361807886	-0.449107366585549	0.232	0.488	1
CASK	0.000471329593535309	-0.395472515799418	0.311	0.585	1
CD200R1	0.000471759083940694	-0.337686491002376	0.224	0.512	1
RBMS1	0.000472597535914421	0.488625765420247	0.82	0.634	1
IKZF1	0.000481347453818895	-0.349007737775607	0.996	1	1
RAP1GAP2	0.000484223743141395	0.41693090455475	0.855	0.756	1
CD109	0.000493470481540192	-0.249185460193313	0.096	0.293	1
PI4K2A	0.000497395583021226	-0.315218007492587	0.215	0.512	1
PPARGC1B	0.000498685100907213	-0.287996416387943	0.154	0.39	1
C11orf80	0.000505199240132039	0.3663356057225	0.285	0.024	1
IER5	0.000507614984187624	-0.453960793390277	0.386	0.707	1
RPA4	0.000519438793362783	-0.2415349383951	0.092	0.293	1
MTHFSD	0.000520770972574051	-0.229734172423215	0.171	0.439	1
TTC24	0.000524364424894654	0.338533061171218	0.272	0.024	1
PTPRC	0.000531116357114888	-0.426031805739766	0.846	0.976	1
TSPAN2	0.000531965503994084	-0.362256948306049	0.07	0.244	1
PSTPIP1	0.000535880094528314	-0.429075900416316	0.895	0.927	1
ARHGAP4	0.000537193413058904	0.355109576149091	0.996	1	1
XYLB	0.000538331497348974	-0.130076972226527	0.044	0.195	1
AVEN	0.000539263892578001	0.457323912535391	0.706	0.488	1
ZNF117	0.000559322200318173	-0.336745949249561	0.412	0.707	1
EPS8L2	0.000577764271954839	0.558423834919912	0.276	0.024	1
DHRS3	0.000578624220663666	-0.300988747084304	0.075	0.244	1
ITPKB	0.000581251330169009	-0.410084080883377	0.491	0.78	1
HNRNPLL	0.000581502878122873	-0.18040332877087	0.018	0.122	1
TPMT	0.00058615476727406	-0.401482507650218	0.36	0.634	1
SYK	0.000594227551350405	0.371526027071348	0.996	0.976	1
